Biosample Index	Biosample	Biosample summary	Assay	Accession_x	Download URL
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF132_signal_p-value	ENCFF179UAP	/files/ENCFF179UAP/@@download/ENCFF179UAP.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-KLF1_signal_p-value	ENCFF182VMV	/files/ENCFF182VMV/@@download/ENCFF182VMV.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF624_signal_p-value	ENCFF930EGJ	/files/ENCFF930EGJ/@@download/ENCFF930EGJ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB49_signal_p-value	ENCFF622TRR	/files/ENCFF622TRR/@@download/ENCFF622TRR.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-BCL11B_signal_p-value	ENCFF273LEJ	/files/ENCFF273LEJ/@@download/ENCFF273LEJ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZIK1_signal_p-value	ENCFF959XGH	/files/ENCFF959XGH/@@download/ENCFF959XGH.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-PRDM12_signal_p-value	ENCFF853GWG	/files/ENCFF853GWG/@@download/ENCFF853GWG.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZEB1_signal_p-value	ENCFF203LFS	/files/ENCFF203LFS/@@download/ENCFF203LFS.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF781_signal_p-value	ENCFF781NPI	/files/ENCFF781NPI/@@download/ENCFF781NPI.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB12_signal_p-value	ENCFF991WBW	/files/ENCFF991WBW/@@download/ENCFF991WBW.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-WT1_signal_p-value	ENCFF090WEZ	/files/ENCFF090WEZ/@@download/ENCFF090WEZ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZSCAN16_signal_p-value	ENCFF091LXD	/files/ENCFF091LXD/@@download/ENCFF091LXD.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF189_signal_p-value	ENCFF939ITT	/files/ENCFF939ITT/@@download/ENCFF939ITT.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-INSM2_signal_p-value	ENCFF647FRJ	/files/ENCFF647FRJ/@@download/ENCFF647FRJ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF48_signal_p-value	ENCFF248UKI	/files/ENCFF248UKI/@@download/ENCFF248UKI.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF174_signal_p-value	ENCFF559WGK	/files/ENCFF559WGK/@@download/ENCFF559WGK.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-TSHZ1_signal_p-value	ENCFF492GAY	/files/ENCFF492GAY/@@download/ENCFF492GAY.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB44_signal_p-value	ENCFF950LAS	/files/ENCFF950LAS/@@download/ENCFF950LAS.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF692_signal_p-value	ENCFF704MNQ	/files/ENCFF704MNQ/@@download/ENCFF704MNQ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF101_signal_p-value	ENCFF288IBW	/files/ENCFF288IBW/@@download/ENCFF288IBW.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZFHX2_signal_p-value	ENCFF305SVH	/files/ENCFF305SVH/@@download/ENCFF305SVH.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB17_signal_p-value	ENCFF102QUS	/files/ENCFF102QUS/@@download/ENCFF102QUS.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-AEBP2_signal_p-value	ENCFF642SZV	/files/ENCFF642SZV/@@download/ENCFF642SZV.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-MYNN_signal_p-value	ENCFF588URP	/files/ENCFF588URP/@@download/ENCFF588URP.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-PRDM1_signal_p-value	ENCFF420GDT	/files/ENCFF420GDT/@@download/ENCFF420GDT.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-SALL1_signal_p-value	ENCFF386GRF	/files/ENCFF386GRF/@@download/ENCFF386GRF.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF248_signal_p-value	ENCFF163QNH	/files/ENCFF163QNH/@@download/ENCFF163QNH.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB6_signal_p-value	ENCFF061RZD	/files/ENCFF061RZD/@@download/ENCFF061RZD.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF577_signal_p-value	ENCFF215CEB	/files/ENCFF215CEB/@@download/ENCFF215CEB.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF391_signal_p-value	ENCFF801AFI	/files/ENCFF801AFI/@@download/ENCFF801AFI.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF707_signal_p-value	ENCFF184MOE	/files/ENCFF184MOE/@@download/ENCFF184MOE.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-GLI4_signal_p-value	ENCFF656OTW	/files/ENCFF656OTW/@@download/ENCFF656OTW.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF596_signal_p-value	ENCFF857YPE	/files/ENCFF857YPE/@@download/ENCFF857YPE.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF585B_signal_p-value	ENCFF284KVI	/files/ENCFF284KVI/@@download/ENCFF284KVI.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF423_signal_p-value	ENCFF783XJX	/files/ENCFF783XJX/@@download/ENCFF783XJX.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF157_signal_p-value	ENCFF054KUK	/files/ENCFF054KUK/@@download/ENCFF054KUK.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF777_signal_p-value	ENCFF874JRH	/files/ENCFF874JRH/@@download/ENCFF874JRH.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF770_signal_p-value	ENCFF458PTM	/files/ENCFF458PTM/@@download/ENCFF458PTM.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF704_signal_p-value	ENCFF855ELW	/files/ENCFF855ELW/@@download/ENCFF855ELW.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF488_signal_p-value	ENCFF788NBS	/files/ENCFF788NBS/@@download/ENCFF788NBS.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF280C_signal_p-value	ENCFF574VFU	/files/ENCFF574VFU/@@download/ENCFF574VFU.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF510_signal_p-value	ENCFF062WYM	/files/ENCFF062WYM/@@download/ENCFF062WYM.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF776_signal_p-value	ENCFF962MRT	/files/ENCFF962MRT/@@download/ENCFF962MRT.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF662_signal_p-value	ENCFF306KOE	/files/ENCFF306KOE/@@download/ENCFF306KOE.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF274_signal_p-value	ENCFF854CMM	/files/ENCFF854CMM/@@download/ENCFF854CMM.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF623_signal_p-value	ENCFF906CGD	/files/ENCFF906CGD/@@download/ENCFF906CGD.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF449_signal_p-value	ENCFF529UMW	/files/ENCFF529UMW/@@download/ENCFF529UMW.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-GLI2_signal_p-value	ENCFF978MNE	/files/ENCFF978MNE/@@download/ENCFF978MNE.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-GFI1B_signal_p-value	ENCFF531DIA	/files/ENCFF531DIA/@@download/ENCFF531DIA.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-GLIS2_signal_p-value	ENCFF289CNV	/files/ENCFF289CNV/@@download/ENCFF289CNV.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-PRDM2_signal_p-value	ENCFF875CRP	/files/ENCFF875CRP/@@download/ENCFF875CRP.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF18_signal_p-value	ENCFF447PNK	/files/ENCFF447PNK/@@download/ENCFF447PNK.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF555_signal_p-value	ENCFF490DBO	/files/ENCFF490DBO/@@download/ENCFF490DBO.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZFP3_signal_p-value	ENCFF917CYR	/files/ENCFF917CYR/@@download/ENCFF917CYR.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-FEZF1_signal_p-value	ENCFF859WFH	/files/ENCFF859WFH/@@download/ENCFF859WFH.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF530_signal_p-value	ENCFF244KRU	/files/ENCFF244KRU/@@download/ENCFF244KRU.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-KLF17_signal_p-value	ENCFF514WRM	/files/ENCFF514WRM/@@download/ENCFF514WRM.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF214_signal_p-value	ENCFF360WCH	/files/ENCFF360WCH/@@download/ENCFF360WCH.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-KLF16_signal_p-value	ENCFF949CEC	/files/ENCFF949CEC/@@download/ENCFF949CEC.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB10_signal_p-value	ENCFF052UBY	/files/ENCFF052UBY/@@download/ENCFF052UBY.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ATF2_signal_p-value	ENCFF937NDJ	/files/ENCFF937NDJ/@@download/ENCFF937NDJ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF548_signal_p-value	ENCFF960LKB	/files/ENCFF960LKB/@@download/ENCFF960LKB.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF121_signal_p-value	ENCFF859JMS	/files/ENCFF859JMS/@@download/ENCFF859JMS.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF473_signal_p-value	ENCFF132ADI	/files/ENCFF132ADI/@@download/ENCFF132ADI.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF76_signal_p-value	ENCFF675YOF	/files/ENCFF675YOF/@@download/ENCFF675YOF.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF521_signal_p-value	ENCFF918QZD	/files/ENCFF918QZD/@@download/ENCFF918QZD.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF112_signal_p-value	ENCFF528VQE	/files/ENCFF528VQE/@@download/ENCFF528VQE.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZIC2_signal_p-value	ENCFF935KSO	/files/ENCFF935KSO/@@download/ENCFF935KSO.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-KLF13_signal_p-value	ENCFF038NHR	/files/ENCFF038NHR/@@download/ENCFF038NHR.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-OVOL3_signal_p-value	ENCFF816FUL	/files/ENCFF816FUL/@@download/ENCFF816FUL.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF660_signal_p-value	ENCFF637VIB	/files/ENCFF637VIB/@@download/ENCFF637VIB.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-KLF7_signal_p-value	ENCFF486FME	/files/ENCFF486FME/@@download/ENCFF486FME.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF621_signal_p-value	ENCFF905XXS	/files/ENCFF905XXS/@@download/ENCFF905XXS.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF24_signal_p-value	ENCFF458LYV	/files/ENCFF458LYV/@@download/ENCFF458LYV.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF580_signal_p-value	ENCFF846POH	/files/ENCFF846POH/@@download/ENCFF846POH.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF213_signal_p-value	ENCFF119CVV	/files/ENCFF119CVV/@@download/ENCFF119CVV.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF37A_signal_p-value	ENCFF711YHG	/files/ENCFF711YHG/@@download/ENCFF711YHG.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-KLF9_signal_p-value	ENCFF374EYF	/files/ENCFF374EYF/@@download/ENCFF374EYF.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-CTCF_signal_p-value	ENCFF558CGF	/files/ENCFF558CGF/@@download/ENCFF558CGF.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZEB2_signal_p-value	ENCFF670RED	/files/ENCFF670RED/@@download/ENCFF670RED.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF223_signal_p-value	ENCFF096SHP	/files/ENCFF096SHP/@@download/ENCFF096SHP.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF639_signal_p-value	ENCFF642EED	/files/ENCFF642EED/@@download/ENCFF642EED.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF266_signal_p-value	ENCFF347AMJ	/files/ENCFF347AMJ/@@download/ENCFF347AMJ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF394_signal_p-value	ENCFF007OKV	/files/ENCFF007OKV/@@download/ENCFF007OKV.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-SP2_signal_p-value	ENCFF134WUI	/files/ENCFF134WUI/@@download/ENCFF134WUI.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB21_signal_p-value	ENCFF901RTH	/files/ENCFF901RTH/@@download/ENCFF901RTH.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB1_signal_p-value	ENCFF520VMZ	/files/ENCFF520VMZ/@@download/ENCFF520VMZ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF311_signal_p-value	ENCFF951AAT	/files/ENCFF951AAT/@@download/ENCFF951AAT.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF184_signal_p-value	ENCFF138FJV	/files/ENCFF138FJV/@@download/ENCFF138FJV.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZSCAN21_signal_p-value	ENCFF165GJM	/files/ENCFF165GJM/@@download/ENCFF165GJM.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-SALL2_signal_p-value	ENCFF461CTI	/files/ENCFF461CTI/@@download/ENCFF461CTI.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF211_signal_p-value	ENCFF752MRF	/files/ENCFF752MRF/@@download/ENCFF752MRF.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZFP41_signal_p-value	ENCFF409RQP	/files/ENCFF409RQP/@@download/ENCFF409RQP.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-PATZ1_signal_p-value	ENCFF676CRX	/files/ENCFF676CRX/@@download/ENCFF676CRX.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-OSR2_signal_p-value	ENCFF767VDC	/files/ENCFF767VDC/@@download/ENCFF767VDC.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF561_signal_p-value	ENCFF572PDJ	/files/ENCFF572PDJ/@@download/ENCFF572PDJ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-KLF10_signal_p-value	ENCFF439GWN	/files/ENCFF439GWN/@@download/ENCFF439GWN.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZXDB_signal_p-value	ENCFF326BKB	/files/ENCFF326BKB/@@download/ENCFF326BKB.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF677_signal_p-value	ENCFF880WON	/files/ENCFF880WON/@@download/ENCFF880WON.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-SP3_signal_p-value	ENCFF330BTW	/files/ENCFF330BTW/@@download/ENCFF330BTW.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF300_signal_p-value	ENCFF450MNK	/files/ENCFF450MNK/@@download/ENCFF450MNK.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF518A_signal_p-value	ENCFF268JJZ	/files/ENCFF268JJZ/@@download/ENCFF268JJZ.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-PRDM4_signal_p-value	ENCFF856OIK	/files/ENCFF856OIK/@@download/ENCFF856OIK.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZBTB8A_signal_p-value	ENCFF124JVF	/files/ENCFF124JVF/@@download/ENCFF124JVF.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF792_signal_p-value	ENCFF618ZYI	/files/ENCFF618ZYI/@@download/ENCFF618ZYI.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF785_signal_p-value	ENCFF985LUU	/files/ENCFF985LUU/@@download/ENCFF985LUU.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZFP37_signal_p-value	ENCFF490YLR	/files/ENCFF490YLR/@@download/ENCFF490YLR.bigWig
J030	HEK293	HEK293 genetically modified using site-specific recombination originated from HEK293	ChIP-seq_eGFP-ZNF148_signal_p-value	ENCFF428KYD	/files/ENCFF428KYD/@@download/ENCFF428KYD.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-KLF16_signal_p-value	ENCFF109CEK	/files/ENCFF109CEK/@@download/ENCFF109CEK.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	CRISPR_RNA-seq_DDX21_plus_strand_signal_of_all_reads	ENCFF555WJV	/files/ENCFF555WJV/@@download/ENCFF555WJV.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-KLF6_signal_p-value	ENCFF221YOP	/files/ENCFF221YOP/@@download/ENCFF221YOP.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-ATF4_signal_p-value	ENCFF169QMI	/files/ENCFF169QMI/@@download/ENCFF169QMI.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-TEAD1_signal_p-value	ENCFF457NLY	/files/ENCFF457NLY/@@download/ENCFF457NLY.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-CEBPG_signal_p-value	ENCFF369YPB	/files/ENCFF369YPB/@@download/ENCFF369YPB.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-HMG20B_signal_p-value	ENCFF588TXG	/files/ENCFF588TXG/@@download/ENCFF588TXG.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-NFIL3_signal_p-value	ENCFF658UDW	/files/ENCFF658UDW/@@download/ENCFF658UDW.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-SMAD4_signal_p-value	ENCFF970CRM	/files/ENCFF970CRM/@@download/ENCFF970CRM.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-SLC30A9_signal_p-value	ENCFF608IDA	/files/ENCFF608IDA/@@download/ENCFF608IDA.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-NR2F1_signal_p-value	ENCFF458HJL	/files/ENCFF458HJL/@@download/ENCFF458HJL.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	CRISPR_RNA-seq_SRSF4_minus_strand_signal_of_all_reads	ENCFF126BYR	/files/ENCFF126BYR/@@download/ENCFF126BYR.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-ARID4B_signal_p-value	ENCFF171GOK	/files/ENCFF171GOK/@@download/ENCFF171GOK.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-ZFP64_signal_p-value	ENCFF703MVX	/files/ENCFF703MVX/@@download/ENCFF703MVX.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-AHR_signal_p-value	ENCFF637JRS	/files/ENCFF637JRS/@@download/ENCFF637JRS.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-HLF_signal_p-value	ENCFF217XPM	/files/ENCFF217XPM/@@download/ENCFF217XPM.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-ZNF639_signal_p-value	ENCFF286EMK	/files/ENCFF286EMK/@@download/ENCFF286EMK.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-KLF9_signal_p-value	ENCFF941KJJ	/files/ENCFF941KJJ/@@download/ENCFF941KJJ.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-SSRP1_signal_p-value	ENCFF636JHS	/files/ENCFF636JHS/@@download/ENCFF636JHS.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	CRISPR_RNA-seq_EIF3H_minus_strand_signal_of_all_reads	ENCFF135SEM	/files/ENCFF135SEM/@@download/ENCFF135SEM.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-GMEB2_signal_p-value	ENCFF215WTV	/files/ENCFF215WTV/@@download/ENCFF215WTV.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-ZNF792_signal_p-value	ENCFF144RER	/files/ENCFF144RER/@@download/ENCFF144RER.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	CRISPR_RNA-seq_IGF2BP1_minus_strand_signal_of_all_reads	ENCFF274ZHS	/files/ENCFF274ZHS/@@download/ENCFF274ZHS.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-RERE_signal_p-value	ENCFF998IXB	/files/ENCFF998IXB/@@download/ENCFF998IXB.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	CRISPR_RNA-seq_DROSHA_minus_strand_signal_of_all_reads	ENCFF857BOI	/files/ENCFF857BOI/@@download/ENCFF857BOI.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-MIER3_signal_p-value	ENCFF684NSX	/files/ENCFF684NSX/@@download/ENCFF684NSX.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-IRF2_signal_p-value	ENCFF685TYK	/files/ENCFF685TYK/@@download/ENCFF685TYK.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	CRISPR_RNA-seq_SRSF4_plus_strand_signal_of_all_reads	ENCFF694YUE	/files/ENCFF694YUE/@@download/ENCFF694YUE.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	CRISPR_RNA-seq_RBM14_plus_strand_signal_of_all_reads	ENCFF421WEQ	/files/ENCFF421WEQ/@@download/ENCFF421WEQ.bigWig
J031	HepG2	HepG2 genetically modified using CRISPR	ChIP-seq_3xFLAG-BCL6_signal_p-value	ENCFF648HUD	/files/ENCFF648HUD/@@download/ENCFF648HUD.bigWig
