Biosample Index	Biosample	Biosample summary	Assay	Accession	Download URL
J239	CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	ChIP-seq_H3K9me3_signal_p-value	ENCFF008IOA	/files/ENCFF008IOA/@@download/ENCFF008IOA.bigWig
J239	CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	ChIP-seq_H3K36me3_signal_p-value	ENCFF112JAD	/files/ENCFF112JAD/@@download/ENCFF112JAD.bigWig
J239	CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	ChIP-seq_H3K4me1_signal_p-value	ENCFF388CIK	/files/ENCFF388CIK/@@download/ENCFF388CIK.bigWig
J239	CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	ChIP-seq_H3K27me3_signal_p-value	ENCFF372QDT	/files/ENCFF372QDT/@@download/ENCFF372QDT.bigWig
J239	CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	ChIP-seq_H3K27ac_signal_p-value	ENCFF958PTQ	/files/ENCFF958PTQ/@@download/ENCFF958PTQ.bigWig
J239	CD8-positive, alpha-beta memory T cell	CD8-positive, alpha-beta memory T cell	ChIP-seq_H3K4me3_signal_p-value	ENCFF235GCM	/files/ENCFF235GCM/@@download/ENCFF235GCM.bigWig
J241	testis	testis male adult (37 years)	ChIP-seq_CTCF_signal_p-value	ENCFF638SOR	/files/ENCFF638SOR/@@download/ENCFF638SOR.bigWig
J241	testis	testis male adult (37 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF594UFO	/files/ENCFF594UFO/@@download/ENCFF594UFO.bigWig
J241	testis	testis male adult (37 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF342GIP	/files/ENCFF342GIP/@@download/ENCFF342GIP.bigWig
J241	testis	testis male adult (37 years)	ChIP-seq_EP300_signal_p-value	ENCFF768QNP	/files/ENCFF768QNP/@@download/ENCFF768QNP.bigWig
J241	testis	testis male adult (37 years)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF320EHX	/files/ENCFF320EHX/@@download/ENCFF320EHX.bigWig
J241	testis	testis male adult (37 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF870KZM	/files/ENCFF870KZM/@@download/ENCFF870KZM.bigWig
J241	testis	testis male adult (37 years)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF389AET	/files/ENCFF389AET/@@download/ENCFF389AET.bigWig
J241	testis	testis male adult (37 years)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF735IMO	/files/ENCFF735IMO/@@download/ENCFF735IMO.bigWig
J241	testis	testis male adult (37 years)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF700NPN	/files/ENCFF700NPN/@@download/ENCFF700NPN.bigWig
J241	testis	testis male adult (37 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF152SCM	/files/ENCFF152SCM/@@download/ENCFF152SCM.bigWig
J241	testis	testis male adult (37 years)	ATAC-seq_signal_p-value	ENCFF395GYH	/files/ENCFF395GYH/@@download/ENCFF395GYH.bigWig
J241	testis	testis male adult (37 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF774CQD	/files/ENCFF774CQD/@@download/ENCFF774CQD.bigWig
J242	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF905VXY	/files/ENCFF905VXY/@@download/ENCFF905VXY.bigWig
J242	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell	DNase-seq_read-depth_normalized_signal	ENCFF158ALT	/files/ENCFF158ALT/@@download/ENCFF158ALT.bigWig
J242	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell	CAGE_minus_strand_signal_of_all_reads	ENCFF658HIH	/files/ENCFF658HIH/@@download/ENCFF658HIH.bigWig
J242	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF748HEX	/files/ENCFF748HEX/@@download/ENCFF748HEX.bigWig
J242	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell	CAGE_plus_strand_signal_of_all_reads	ENCFF833WBQ	/files/ENCFF833WBQ/@@download/ENCFF833WBQ.bigWig
J242	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF800CBO	/files/ENCFF800CBO/@@download/ENCFF800CBO.bigWig
J242	hematopoietic multipotent progenitor cell	hematopoietic multipotent progenitor cell	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF844JTI	/files/ENCFF844JTI/@@download/ENCFF844JTI.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H2AFZ_signal_p-value	ENCFF706JOU	/files/ENCFF706JOU/@@download/ENCFF706JOU.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_CTCF_signal_p-value	ENCFF146GFH	/files/ENCFF146GFH/@@download/ENCFF146GFH.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF847LCR	/files/ENCFF847LCR/@@download/ENCFF847LCR.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_EZH2_signal_p-value	ENCFF924DHK	/files/ENCFF924DHK/@@download/ENCFF924DHK.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF456RMN	/files/ENCFF456RMN/@@download/ENCFF456RMN.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF896VTW	/files/ENCFF896VTW/@@download/ENCFF896VTW.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF361OYX	/files/ENCFF361OYX/@@download/ENCFF361OYX.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K4me2_signal_p-value	ENCFF328ULO	/files/ENCFF328ULO/@@download/ENCFF328ULO.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K9ac_signal_p-value	ENCFF084PMF	/files/ENCFF084PMF/@@download/ENCFF084PMF.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF240HGS	/files/ENCFF240HGS/@@download/ENCFF240HGS.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H4K20me1_signal_p-value	ENCFF642QTY	/files/ENCFF642QTY/@@download/ENCFF642QTY.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K79me2_signal_p-value	ENCFF265HGQ	/files/ENCFF265HGQ/@@download/ENCFF265HGQ.bigWig
J243	mammary epithelial cell	mammary epithelial cell female adult (50 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF966ESO	/files/ENCFF966ESO/@@download/ENCFF966ESO.bigWig
J245	skeletal muscle satellite cell	skeletal muscle satellite cell female adult (64 years) and male adult (21 year)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF401ISZ	/files/ENCFF401ISZ/@@download/ENCFF401ISZ.bigWig
J245	skeletal muscle satellite cell	skeletal muscle satellite cell female adult (64 years) and male adult (21 year)	CAGE_plus_strand_signal_of_all_reads	ENCFF921IUL	/files/ENCFF921IUL/@@download/ENCFF921IUL.bigWig
J245	skeletal muscle satellite cell	skeletal muscle satellite cell female adult (64 years) and male adult (21 year)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF545UIQ	/files/ENCFF545UIQ/@@download/ENCFF545UIQ.bigWig
J245	skeletal muscle satellite cell	skeletal muscle satellite cell female adult (64 years) and male adult (21 year)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF694BYW	/files/ENCFF694BYW/@@download/ENCFF694BYW.bigWig
J245	skeletal muscle satellite cell	skeletal muscle satellite cell female adult (64 years) and male adult (21 year)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF423XTB	/files/ENCFF423XTB/@@download/ENCFF423XTB.bigWig
J245	skeletal muscle satellite cell	skeletal muscle satellite cell female adult (64 years) and male adult (21 year)	CAGE_minus_strand_signal_of_all_reads	ENCFF539TUK	/files/ENCFF539TUK/@@download/ENCFF539TUK.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF570ZJA	/files/ENCFF570ZJA/@@download/ENCFF570ZJA.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF541KIE	/files/ENCFF541KIE/@@download/ENCFF541KIE.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF404VBN	/files/ENCFF404VBN/@@download/ENCFF404VBN.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF324TNO	/files/ENCFF324TNO/@@download/ENCFF324TNO.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	ChIP-seq_POLR2A_signal_p-value	ENCFF145FSC	/files/ENCFF145FSC/@@download/ENCFF145FSC.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF416BYB	/files/ENCFF416BYB/@@download/ENCFF416BYB.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	ChIP-seq_CTCF_signal_p-value	ENCFF999QJJ	/files/ENCFF999QJJ/@@download/ENCFF999QJJ.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF291PRS	/files/ENCFF291PRS/@@download/ENCFF291PRS.bigWig
J246	upper lobe of left lung	upper lobe of left lung male adult (54 years)	ChIP-seq_EP300_signal_p-value	ENCFF694TXJ	/files/ENCFF694TXJ/@@download/ENCFF694TXJ.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF332VZX	/files/ENCFF332VZX/@@download/ENCFF332VZX.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF237CYD	/files/ENCFF237CYD/@@download/ENCFF237CYD.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF235FMS	/files/ENCFF235FMS/@@download/ENCFF235FMS.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF131BTB	/files/ENCFF131BTB/@@download/ENCFF131BTB.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF072NLF	/files/ENCFF072NLF/@@download/ENCFF072NLF.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF744MLT	/files/ENCFF744MLT/@@download/ENCFF744MLT.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ATAC-seq_signal_p-value	ENCFF437NPA	/files/ENCFF437NPA/@@download/ENCFF437NPA.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF039SJI	/files/ENCFF039SJI/@@download/ENCFF039SJI.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_CTCF_signal_p-value	ENCFF426DIX	/files/ENCFF426DIX/@@download/ENCFF426DIX.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_EP300_signal_p-value	ENCFF052LID	/files/ENCFF052LID/@@download/ENCFF052LID.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF229OOM	/files/ENCFF229OOM/@@download/ENCFF229OOM.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_POLR2A_signal_p-value	ENCFF778OTI	/files/ENCFF778OTI/@@download/ENCFF778OTI.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF317TTE	/files/ENCFF317TTE/@@download/ENCFF317TTE.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF931KWO	/files/ENCFF931KWO/@@download/ENCFF931KWO.bigWig
J248	breast epithelium	breast epithelium female adult (53 years)	ChIP-seq_POLR2AphosphoS5_signal_p-value	ENCFF089AQW	/files/ENCFF089AQW/@@download/ENCFF089AQW.bigWig
J250	A375	A375	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF171DOD	/files/ENCFF171DOD/@@download/ENCFF171DOD.bigWig
J250	A375	A375	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF136WBD	/files/ENCFF136WBD/@@download/ENCFF136WBD.bigWig
J250	A375	A375	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF099TIQ	/files/ENCFF099TIQ/@@download/ENCFF099TIQ.bigWig
J250	A375	A375	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF783UPO	/files/ENCFF783UPO/@@download/ENCFF783UPO.bigWig
J250	A375	A375	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF734AYF	/files/ENCFF734AYF/@@download/ENCFF734AYF.bigWig
J250	A375	A375	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF326LNH	/files/ENCFF326LNH/@@download/ENCFF326LNH.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	microRNA-seq_minus_strand_signal_of_all_reads	ENCFF613TQN	/files/ENCFF613TQN/@@download/ENCFF613TQN.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	ChIP-seq_H3K36me3_signal_p-value	ENCFF666IYO	/files/ENCFF666IYO/@@download/ENCFF666IYO.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	microRNA-seq_plus_strand_signal_of_all_reads	ENCFF589YAH	/files/ENCFF589YAH/@@download/ENCFF589YAH.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	ChIP-seq_H3K4me3_signal_p-value	ENCFF550KKI	/files/ENCFF550KKI/@@download/ENCFF550KKI.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	ChIP-seq_H3K27me3_signal_p-value	ENCFF184SKY	/files/ENCFF184SKY/@@download/ENCFF184SKY.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	ChIP-seq_H3K4me1_signal_p-value	ENCFF175NAT	/files/ENCFF175NAT/@@download/ENCFF175NAT.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	ChIP-seq_H3K9me3_signal_p-value	ENCFF181TIV	/files/ENCFF181TIV/@@download/ENCFF181TIV.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF448QRY	/files/ENCFF448QRY/@@download/ENCFF448QRY.bigWig
J252	germinal matrix	germinal matrix male embryo (20 weeks)	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF853LNU	/files/ENCFF853LNU/@@download/ENCFF853LNU.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H3K36me3_signal_p-value	ENCFF877QXN	/files/ENCFF877QXN/@@download/ENCFF877QXN.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H3K27me3_signal_p-value	ENCFF549WLM	/files/ENCFF549WLM/@@download/ENCFF549WLM.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H2AFZ_signal_p-value	ENCFF266BVW	/files/ENCFF266BVW/@@download/ENCFF266BVW.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H3K27ac_signal_p-value	ENCFF380JNO	/files/ENCFF380JNO/@@download/ENCFF380JNO.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H3K4me2_signal_p-value	ENCFF245ODO	/files/ENCFF245ODO/@@download/ENCFF245ODO.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H3K4me3_signal_p-value	ENCFF875QLB	/files/ENCFF875QLB/@@download/ENCFF875QLB.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H3K4me1_signal_p-value	ENCFF485WPA	/files/ENCFF485WPA/@@download/ENCFF485WPA.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H3K9me3_signal_p-value	ENCFF265BDF	/files/ENCFF265BDF/@@download/ENCFF265BDF.bigWig
J253	osteoblast	osteoblast	ChIP-seq_CTCF_signal_p-value	ENCFF332DUU	/files/ENCFF332DUU/@@download/ENCFF332DUU.bigWig
J253	osteoblast	osteoblast	DNase-seq_read-depth_normalized_signal	ENCFF300IKA	/files/ENCFF300IKA/@@download/ENCFF300IKA.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H4K20me1_signal_p-value	ENCFF103ICN	/files/ENCFF103ICN/@@download/ENCFF103ICN.bigWig
J253	osteoblast	osteoblast	ChIP-seq_H3K79me2_signal_p-value	ENCFF817HMA	/files/ENCFF817HMA/@@download/ENCFF817HMA.bigWig
J254	melanocyte of skin	melanocyte of skin female adult (52 years) and male adult (55 years)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF720ZKV	/files/ENCFF720ZKV/@@download/ENCFF720ZKV.bigWig
J254	melanocyte of skin	melanocyte of skin female adult (52 years) and male adult (55 years)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF598OTL	/files/ENCFF598OTL/@@download/ENCFF598OTL.bigWig
J254	melanocyte of skin	melanocyte of skin female adult (52 years) and male adult (55 years)	CAGE_plus_strand_signal_of_all_reads	ENCFF155NGH	/files/ENCFF155NGH/@@download/ENCFF155NGH.bigWig
J254	melanocyte of skin	melanocyte of skin female adult (52 years) and male adult (55 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF714IRT	/files/ENCFF714IRT/@@download/ENCFF714IRT.bigWig
J254	melanocyte of skin	melanocyte of skin female adult (52 years) and male adult (55 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF326DCH	/files/ENCFF326DCH/@@download/ENCFF326DCH.bigWig
J254	melanocyte of skin	melanocyte of skin female adult (52 years) and male adult (55 years)	CAGE_minus_strand_signal_of_all_reads	ENCFF674EKQ	/files/ENCFF674EKQ/@@download/ENCFF674EKQ.bigWig
J255	T-helper 17 cell	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq_H3K4me1_signal_p-value	ENCFF619LBL	/files/ENCFF619LBL/@@download/ENCFF619LBL.bigWig
J255	T-helper 17 cell	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq_H3K9me3_signal_p-value	ENCFF506SEI	/files/ENCFF506SEI/@@download/ENCFF506SEI.bigWig
J255	T-helper 17 cell	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq_H3K4me3_signal_p-value	ENCFF745TAW	/files/ENCFF745TAW/@@download/ENCFF745TAW.bigWig
J255	T-helper 17 cell	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq_H3K27ac_signal_p-value	ENCFF981EAW	/files/ENCFF981EAW/@@download/ENCFF981EAW.bigWig
J255	T-helper 17 cell	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq_H3K27me3_signal_p-value	ENCFF991UAZ	/files/ENCFF991UAZ/@@download/ENCFF991UAZ.bigWig
J255	T-helper 17 cell	T-helper 17 cell treated with phorbol 13-acetate 12-myristate , ionomycin	ChIP-seq_H3K36me3_signal_p-value	ENCFF814YNR	/files/ENCFF814YNR/@@download/ENCFF814YNR.bigWig
J257	kidney	kidney male adult (67 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF092VSV	/files/ENCFF092VSV/@@download/ENCFF092VSV.bigWig
J257	kidney	kidney male adult (67 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF900IZB	/files/ENCFF900IZB/@@download/ENCFF900IZB.bigWig
J257	kidney	kidney male adult (67 years)	ChIP-seq_H3K9ac_signal_p-value	ENCFF086QNW	/files/ENCFF086QNW/@@download/ENCFF086QNW.bigWig
J257	kidney	kidney male adult (67 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF018GLG	/files/ENCFF018GLG/@@download/ENCFF018GLG.bigWig
J257	kidney	kidney male adult (67 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF552KVC	/files/ENCFF552KVC/@@download/ENCFF552KVC.bigWig
J257	kidney	kidney male adult (67 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF382KQK	/files/ENCFF382KQK/@@download/ENCFF382KQK.bigWig
J258	K562	K562 cytosolic fraction	polyA_depleted_RNA-seq_minus_strand_signal_of_all_reads	ENCFF602TCC	/files/ENCFF602TCC/@@download/ENCFF602TCC.bigWig
J258	K562	K562 cytosolic fraction	CAGE_minus_strand_signal_of_all_reads	ENCFF733QHD	/files/ENCFF733QHD/@@download/ENCFF733QHD.bigWig
J258	K562	K562 cytosolic fraction	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF573GVM	/files/ENCFF573GVM/@@download/ENCFF573GVM.bigWig
J258	K562	K562 cytosolic fraction	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF128DMR	/files/ENCFF128DMR/@@download/ENCFF128DMR.bigWig
J258	K562	K562 cytosolic fraction	polyA_RNA-seq_minus_strand_signal_of_all_reads	ENCFF737BXG	/files/ENCFF737BXG/@@download/ENCFF737BXG.bigWig
J258	K562	K562 cytosolic fraction	CAGE_plus_strand_signal_of_all_reads	ENCFF921QWZ	/files/ENCFF921QWZ/@@download/ENCFF921QWZ.bigWig
J258	K562	K562 cytosolic fraction	polyA_depleted_RNA-seq_plus_strand_signal_of_all_reads	ENCFF662HLW	/files/ENCFF662HLW/@@download/ENCFF662HLW.bigWig
J258	K562	K562 cytosolic fraction	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF666IZD	/files/ENCFF666IZD/@@download/ENCFF666IZD.bigWig
J258	K562	K562 cytosolic fraction	polyA_RNA-seq_plus_strand_signal_of_all_reads	ENCFF493FMA	/files/ENCFF493FMA/@@download/ENCFF493FMA.bigWig
J258	K562	K562 cytosolic fraction	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF643FLF	/files/ENCFF643FLF/@@download/ENCFF643FLF.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ChIP-seq_H3K36me3_signal_p-value	ENCFF884OOF	/files/ENCFF884OOF/@@download/ENCFF884OOF.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ChIP-seq_POLR2A_signal_p-value	ENCFF223CAE	/files/ENCFF223CAE/@@download/ENCFF223CAE.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ChIP-seq_H3K4me1_signal_p-value	ENCFF719OCB	/files/ENCFF719OCB/@@download/ENCFF719OCB.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ChIP-seq_H3K27me3_signal_p-value	ENCFF912CSK	/files/ENCFF912CSK/@@download/ENCFF912CSK.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	DNase-seq_read-depth_normalized_signal	ENCFF381POQ	/files/ENCFF381POQ/@@download/ENCFF381POQ.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF535JCJ	/files/ENCFF535JCJ/@@download/ENCFF535JCJ.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ATAC-seq_signal_p-value	ENCFF345CRC	/files/ENCFF345CRC/@@download/ENCFF345CRC.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ChIP-seq_H3K4me3_signal_p-value	ENCFF664UHC	/files/ENCFF664UHC/@@download/ENCFF664UHC.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ChIP-seq_CTCF_signal_p-value	ENCFF283HMN	/files/ENCFF283HMN/@@download/ENCFF283HMN.bigWig
J259	body of pancreas	body of pancreas male adult (37 years)	ChIP-seq_H3K9me3_signal_p-value	ENCFF231KDL	/files/ENCFF231KDL/@@download/ENCFF231KDL.bigWig
J260	esophagus squamous epithelium	esophagus squamous epithelium male adult (54 years)	ChIP-seq_POLR2A_signal_p-value	ENCFF952CFV	/files/ENCFF952CFV/@@download/ENCFF952CFV.bigWig
J260	esophagus squamous epithelium	esophagus squamous epithelium male adult (54 years)	total_RNA-seq_minus_strand_signal_of_all_reads	ENCFF119JXQ	/files/ENCFF119JXQ/@@download/ENCFF119JXQ.bigWig
J260	esophagus squamous epithelium	esophagus squamous epithelium male adult (54 years)	RAMPAGE_minus_strand_signal_of_all_reads	ENCFF991CJY	/files/ENCFF991CJY/@@download/ENCFF991CJY.bigWig
J260	esophagus squamous epithelium	esophagus squamous epithelium male adult (54 years)	RAMPAGE_plus_strand_signal_of_all_reads	ENCFF202FTQ	/files/ENCFF202FTQ/@@download/ENCFF202FTQ.bigWig
J260	esophagus squamous epithelium	esophagus squamous epithelium male adult (54 years)	ChIP-seq_CTCF_signal_p-value	ENCFF155OYZ	/files/ENCFF155OYZ/@@download/ENCFF155OYZ.bigWig
J260	esophagus squamous epithelium	esophagus squamous epithelium male adult (54 years)	small_RNA-seq_minus_strand_signal_of_all_reads	ENCFF991BOA	/files/ENCFF991BOA/@@download/ENCFF991BOA.bigWig
J260	esophagus squamous epithelium	esophagus squamous epithelium male adult (54 years)	small_RNA-seq_plus_strand_signal_of_all_reads	ENCFF840RSE	/files/ENCFF840RSE/@@download/ENCFF840RSE.bigWig
J260	esophagus squamous epithelium	esophagus squamous epithelium male adult (54 years)	total_RNA-seq_plus_strand_signal_of_all_reads	ENCFF605CEW	/files/ENCFF605CEW/@@download/ENCFF605CEW.bigWig
J261	neurosphere	neurosphere female embryo (17 weeks) originated from cortex	ChIP-seq_H3K27me3_signal_p-value	ENCFF787OXO	/files/ENCFF787OXO/@@download/ENCFF787OXO.bigWig
J261	neurosphere	neurosphere female embryo (17 weeks) originated from cortex	ChIP-seq_H3K4me1_signal_p-value	ENCFF695JOA	/files/ENCFF695JOA/@@download/ENCFF695JOA.bigWig
J261	neurosphere	neurosphere female embryo (17 weeks) originated from cortex	ChIP-seq_H3K36me3_signal_p-value	ENCFF597GCU	/files/ENCFF597GCU/@@download/ENCFF597GCU.bigWig
J261	neurosphere	neurosphere female embryo (17 weeks) originated from cortex	ChIP-seq_H3K9me3_signal_p-value	ENCFF590LIN	/files/ENCFF590LIN/@@download/ENCFF590LIN.bigWig
J261	neurosphere	neurosphere female embryo (17 weeks) originated from cortex	ChIP-seq_H3K4me3_signal_p-value	ENCFF775CBL	/files/ENCFF775CBL/@@download/ENCFF775CBL.bigWig
J261	neurosphere	neurosphere female embryo (17 weeks) originated from cortex	microRNA-seq_minus_strand_signal_of_all_reads	ENCFF003UQU	/files/ENCFF003UQU/@@download/ENCFF003UQU.bigWig
J261	neurosphere	neurosphere female embryo (17 weeks) originated from cortex	microRNA-seq_plus_strand_signal_of_all_reads	ENCFF198AVC	/files/ENCFF198AVC/@@download/ENCFF198AVC.bigWig
J262	fibroblast of lung	fibroblast of lung female child (11 year) and male adult (45 years)	ChIP-seq_H3K27ac_signal_p-value	ENCFF784DVV	/files/ENCFF784DVV/@@download/ENCFF784DVV.bigWig
J262	fibroblast of lung	fibroblast of lung female child (11 year) and male adult (45 years)	ChIP-seq_H2AFZ_signal_p-value	ENCFF227MLA	/files/ENCFF227MLA/@@download/ENCFF227MLA.bigWig
